index,S1,C1,Fourier_1
2020-12-30,0.006132143310696918,-0.8540752477110742,-0.8479431044003773
2020-12-29,0.03065844829526862,-0.8538856979247732,-0.8232272496295046
2020-12-28,0.05517568095174148,-0.8534434696227565,-0.798267788671015
2020-12-27,0.0796765862365319,-0.8527486936674933,-0.7730721074309614
2020-12-26,0.10415391393758065,-0.8518015756543664,-0.7476476617167858
2020-12-25,0.12860042081981868,-0.8506023958508341,-0.7220019750310154
2020-12-24,0.15300887276855557,-0.8491515091134928,-0.6961426363449372
2020-12-23,0.17737204693016292,-0.8474493447830708,-0.6700772978529078
2020-12-22,0.20168273384944432,-0.8454964065573782,-0.6438136727079339
2020-12-21,0.22593373960301272,-0.8432932723422567,-0.617359532739244
2020-12-20,0.250117887928112,-0.8408405940805646,-0.5907227061524525
2020-12-19,0.274228022346161,-0.8381390975592597,-0.5639110752130987
2020-12-18,0.2982570082804944,-0.8351895821946258,-0.5369325739141314
2020-12-17,0.3221977351675837,-0.831992920795712,-0.5097951856281282
2020-12-16,0.34604311856117265,-0.828550059306056,-0.4825069407448833
2020-12-15,0.3697861022286833,-0.8248620165237622,-0.45507591429507893
2020-12-14,0.39341966023925573,-0.8209298838000259,-0.4275102235607701
2020-12-13,0.4169367990428509,-0.8167548247161809,-0.39981802567332997
2020-12-12,0.44033055953974,-0.8123380747393812,-0.37200751519964126
2020-12-11,0.463594019139825,-0.8076809408570029,-0.3440869217171779
2020-12-10,0.4867202938111348,-0.8027848011898885,-0.3160645073787537
2020-12-09,0.5097025401169305,-0.7976511045845363,-0.28794856446760575
2020-12-08,0.5325339572407791,-0.7922813701843654,-0.2597474129435863
2020-12-07,0.555207788999035,-0.786677186980175,-0.23146939798113997
2020-12-06,0.5777173258400904,-0.7808402133399382,-0.20312288749984786
2020-12-05,0.6000559068298507,-0.7747721765180636,-0.17471626968821297
2020-12-04,0.6222169216228098,-0.7684748721442713,-0.1462579505214615
2020-12-03,0.6441938124181521,-0.7619501636922401,-0.11775635127408801
2020-12-02,0.665980075900319,-0.7551999819281726,-0.08921990602785357
2020-12-01,0.6875692651634369,-0.7482263243394535,-0.0606570591760166
2020-11-30,0.7089549916190692,-0.7410312545435576,-0.0320762629244884
2020-11-29,0.7301309268866903,-0.7336169016773965,-0.0034859747907061145
2020-11-28,0.7510908046663697,-0.7259854597672677,0.02510534489910199
2020-11-27,0.7718284225930581,-0.7181391870796111,0.05368923551344695
2020-11-26,0.7923376440719769,-0.710080405452749,0.08225723861922796
2020-11-25,0.8126124000945292,-0.7018114996098176,0.11080090048471158
2020-11-24,0.8326466910342138,-0.6933349164530918,0.1393117745811221
2020-11-23,0.8524345884220275,-0.6846531643398999,0.1677814240821276
2020-11-22,0.8719702367007712,-0.6757688123403705,0.19620142436040078
