date,gas,stroom,teruglevering,temp,zonneschijn,duur_neerslag,som_neerslag,day_of_week,day_of_week_name,day_of_month,month,month_name,season,anomaly_box_zon,anomaly_box_temp,teruglevering_sc,temp_sc,zonneschijn_sc,anom_if_1,anom_if_2,anom_if_3,teruglevering_int_1
2020-12-21,9.0,8.0,0.0,77,0,98,104,0,Monday,21,12,December,Winter,False,False,-1.1274026414138894,-0.3569107080158819,-1.1971807110247363,1,1,1,0.0
2020-12-20,6.0,20.0,1.0,82,13,0,0,6,Sunday,20,12,December,Winter,False,False,-0.9947205792369833,-0.2760135156971175,-0.8682948402224692,1,1,1,1.0
2020-12-19,6.0,9.0,2.0,88,23,3,1,5,Saturday,19,12,December,Winter,False,False,-0.8620385170600773,-0.17893688491460027,-0.6153057088361098,1,1,1,2.0
2020-12-18,5.0,8.0,2.0,82,45,0,0,4,Friday,18,12,December,Winter,False,False,-0.8620385170600773,-0.2760135156971175,-0.0587296197861191,1,1,1,2.0
2020-12-17,7.0,7.0,1.0,87,14,55,39,3,Thursday,17,12,December,Winter,False,False,-0.9947205792369833,-0.19511632337835313,-0.8429959270838333,1,1,1,1.0
2020-12-16,8.0,19.0,3.0,81,64,0,-1,2,Wednesday,16,12,December,Winter,False,False,-0.7293564548831711,-0.2921929541608704,0.42194972984796375,1,1,1,3.0
2020-12-15,4.0,8.0,1.0,86,10,10,2,1,Tuesday,15,12,December,Winter,False,False,-0.9947205792369833,-0.21129576184210602,-0.944191579638377,1,1,1,1.0
2020-12-14,6.0,7.0,0.0,93,7,30,21,0,Monday,14,12,December,Winter,False,False,-1.1274026414138894,-0.09803969259583589,-1.0200883190542849,1,1,1,0.0
2020-12-13,8.0,16.0,0.0,61,8,0,-1,6,Sunday,13,12,December,Winter,False,False,-1.1274026414138894,-0.615781723435928,-0.9947894059156489,1,1,1,0.0
2020-12-12,11.0,7.0,0.0,53,0,8,5,5,Saturday,12,12,December,Winter,False,False,-1.1274026414138894,-0.745217231145951,-1.1971807110247363,1,1,1,0.0
2020-12-11,14.0,6.0,1.0,22,0,41,8,4,Friday,11,12,December,Winter,False,False,-0.9947205792369833,-1.24677982352229,-1.1971807110247363,1,1,1,1.0
2020-12-10,13.0,5.0,2.0,6,43,0,0,3,Thursday,10,12,December,Winter,False,False,-0.8620385170600773,-1.505650838942336,-0.10932744606339098,1,1,1,2.0
2020-12-09,12.0,17.0,0.0,8,0,0,0,2,Wednesday,9,12,December,Winter,False,False,-1.1274026414138894,-1.4732919620148304,-1.1971807110247363,1,1,1,0.0
2020-12-08,9.0,8.0,0.0,16,2,0,0,1,Tuesday,8,12,December,Winter,False,False,-1.1274026414138894,-1.3438564543048073,-1.1465828847474646,1,1,1,0.0
2020-12-07,11.0,8.0,0.0,48,0,113,95,0,Monday,7,12,December,Winter,False,False,-1.1274026414138894,-0.8261144234647153,-1.1971807110247363,1,1,1,0.0
2020-12-06,9.0,23.0,1.0,23,0,25,9,6,Sunday,6,12,December,Winter,False,False,-0.9947205792369833,-1.2306003850585372,-1.1971807110247363,1,1,1,1.0
2020-12-05,9.0,8.0,4.0,19,47,0,0,5,Saturday,5,12,December,Winter,False,False,-0.5966743927062651,-1.2953181389135486,-0.008131793508847216,1,1,1,4.0
2020-12-04,9.0,6.0,3.0,52,39,20,5,4,Friday,4,12,December,Winter,False,False,-0.7293564548831711,-0.7613966696097038,-0.21052309861793475,1,1,1,3.0
2020-12-03,8.0,6.0,0.0,54,2,70,25,3,Thursday,3,12,December,Winter,False,False,-1.1274026414138894,-0.729037792682198,-1.1465828847474646,1,1,1,0.0
2020-12-02,10.0,19.0,0.0,54,0,2,1,2,Wednesday,2,12,December,Winter,False,False,-1.1274026414138894,-0.729037792682198,-1.1971807110247363,1,1,1,0.0
2020-12-01,5.0,5.0,1.0,79,10,5,3,1,Tuesday,1,12,December,Winter,False,False,-0.9947205792369833,-0.32455183108837615,-0.944191579638377,1,1,1,1.0
2020-11-30,12.0,9.0,0.0,23,0,82,77,0,Monday,30,11,November,Autumn,False,False,-1.1274026414138894,-1.2306003850585372,-1.1971807110247363,1,1,1,0.0
2020-11-29,9.0,16.0,1.0,9,26,0,0,6,Sunday,29,11,November,Autumn,False,False,-0.9947205792369833,-1.4571125235510773,-0.539408969420202,1,1,1,1.0
2020-11-28,7.0,7.0,0.0,38,0,0,0,5,Saturday,28,11,November,Autumn,False,False,-1.1274026414138894,-0.987908808102244,-1.1971807110247363,1,1,1,0.0
2020-11-27,7.0,9.0,0.0,66,0,31,30,4,Friday,27,11,November,Autumn,False,False,-1.1274026414138894,-0.5348845311171635,-1.1971807110247363,1,1,1,0.0
2020-11-26,7.0,17.0,0.0,85,0,74,32,3,Thursday,26,11,November,Autumn,False,False,-1.1274026414138894,-0.22747520030585888,-1.1971807110247363,1,1,1,0.0
2020-11-25,7.0,6.0,6.0,67,61,0,0,2,Wednesday,25,11,November,Autumn,False,False,-0.33131026835245303,-0.5187050926534107,0.34605299043205595,1,1,1,6.0
2020-11-24,7.0,6.0,0.0,77,13,0,0,1,Tuesday,24,11,November,Autumn,False,False,-1.1274026414138894,-0.3569107080158819,-0.8682948402224692,1,1,1,0.0
2020-11-23,7.0,6.0,7.0,51,70,0,-1,0,Monday,23,11,November,Autumn,False,False,-0.19862820617554697,-0.7775761080734567,0.5737432086797795,1,1,1,7.0
2020-11-22,4.0,5.0,4.0,79,38,29,21,6,Sunday,22,11,November,Autumn,False,False,-0.5966743927062651,-0.32455183108837615,-0.2358220117565707,1,1,1,4.0
2020-11-21,7.0,9.0,0.0,84,0,23,5,5,Saturday,21,11,November,Autumn,False,False,-1.1274026414138894,-0.24365463876961177,-1.1971807110247363,1,1,1,0.0
2020-11-20,6.0,5.0,3.0,56,32,0,-1,4,Friday,20,11,November,Autumn,False,False,-0.7293564548831711,-0.6966789157546923,-0.38761549058838635,1,1,1,3.0
2020-11-19,4.0,6.0,3.0,83,24,34,41,3,Thursday,19,11,November,Autumn,False,False,-0.7293564548831711,-0.25983407723336466,-0.5900067956974738,1,1,1,3.0
2020-11-18,2.0,13.0,3.0,127,60,7,2,2,Wednesday,18,11,November,Autumn,False,False,-0.7293564548831711,0.4520612151717619,0.32075407729342004,1,1,1,3.0
2020-11-17,7.0,8.0,0.0,120,3,9,4,1,Tuesday,17,11,November,Autumn,False,False,-1.1274026414138894,0.33880514592549177,-1.1212839716088285,1,1,1,0.0
2020-11-16,5.0,6.0,1.0,98,5,24,15,0,Monday,16,11,November,Autumn,False,False,-0.9947205792369833,-0.01714250027707151,-1.0706861453315568,1,1,1,1.0
2020-11-15,2.0,22.0,1.0,124,14,50,64,6,Sunday,15,11,November,Autumn,False,False,-0.9947205792369833,0.40352289978050326,-0.8429959270838333,1,1,1,1.0
2020-11-14,2.0,8.0,2.0,115,19,25,13,5,Saturday,14,11,November,Autumn,False,False,-0.8620385170600773,0.25790795360672736,-0.7165013613906536,1,1,1,2.0
2020-11-13,4.0,8.0,1.0,93,23,0,-1,4,Friday,13,11,November,Autumn,False,False,-0.9947205792369833,-0.09803969259583589,-0.6153057088361098,1,1,1,1.0
2020-11-12,4.0,6.0,3.0,99,30,11,25,3,Thursday,12,11,November,Autumn,False,False,-0.7293564548831711,-0.0009630618133186345,-0.43821331686565823,1,1,1,3.0
2020-11-11,5.0,16.0,1.0,115,18,0,0,2,Wednesday,11,11,November,Autumn,False,False,-0.9947205792369833,0.25790795360672736,-0.7418002745292895,1,1,1,1.0
2020-11-10,7.0,4.0,7.0,90,64,3,1,1,Tuesday,10,11,November,Autumn,False,False,-0.19862820617554697,-0.14657800798709453,0.42194972984796375,1,1,1,7.0
2020-11-09,3.0,7.0,5.0,117,47,6,2,0,Monday,9,11,November,Autumn,False,False,-0.46399233052935906,0.29026683053423313,-0.008131793508847216,1,1,1,5.0
2020-11-08,1.0,15.0,3.0,76,70,0,0,6,Sunday,8,11,November,Autumn,False,False,-0.7293564548831711,-0.3730901464796348,0.5737432086797795,1,1,1,3.0
2020-11-07,6.0,9.0,6.0,63,74,0,0,5,Saturday,7,11,November,Autumn,False,False,-0.33131026835245303,-0.5834228465084221,0.6749388612343232,1,1,1,6.0
2020-11-06,6.0,5.0,6.0,78,52,0,0,4,Friday,6,11,November,Autumn,False,False,-0.33131026835245303,-0.340731269552129,0.11836277218433248,1,1,1,6.0
2020-11-05,4.0,17.0,2.0,69,43,0,-1,3,Thursday,5,11,November,Autumn,False,False,-0.8620385170600773,-0.4863462157259049,-0.10932744606339098,1,1,1,2.0
2020-11-04,5.0,6.0,9.0,67,70,0,-1,2,Wednesday,4,11,November,Autumn,False,False,0.06673591817826516,-0.5187050926534107,0.5737432086797795,1,1,1,9.0
2020-11-03,3.0,3.0,8.0,89,59,9,8,1,Tuesday,3,11,November,Autumn,False,False,-0.06594614399864089,-0.1627574464508474,0.29545516415478407,1,1,1,8.0
2020-11-02,1.0,5.0,1.0,157,7,4,7,0,Monday,2,11,November,Autumn,False,False,-0.9947205792369833,0.9374443690843481,-1.0200883190542849,1,1,1,1.0
2020-11-01,2.0,19.0,2.0,139,18,20,15,6,Sunday,1,11,November,Autumn,False,False,-0.8620385170600773,0.6462144767367964,-0.7418002745292895,1,1,1,2.0
2020-10-31,3.0,11.0,1.0,134,18,11,25,5,Saturday,31,10,October,Autumn,False,False,-0.9947205792369833,0.565317284418032,-0.7418002745292895,1,1,1,1.0
2020-10-30,4.0,4.0,0.0,144,0,56,17,4,Friday,30,10,October,Autumn,False,False,-1.1274026414138894,0.7271116690555608,-1.1971807110247363,1,1,1,0.0
2020-10-29,4.0,6.0,4.0,104,29,75,48,3,Thursday,29,10,October,Autumn,False,False,-0.5966743927062651,0.07993413050544575,-0.46351223000429415,1,1,1,4.0
2020-10-28,5.0,17.0,4.0,101,27,39,28,2,Wednesday,28,10,October,Autumn,False,False,-0.5966743927062651,0.03139581511418712,-0.514110056281566,1,1,1,4.0
2020-10-27,5.0,6.0,3.0,101,33,32,20,1,Tuesday,27,10,October,Autumn,False,False,-0.7293564548831711,0.03139581511418712,-0.3623165774497504,1,1,1,3.0
2020-10-26,3.0,7.0,4.0,102,29,0,-1,0,Monday,26,10,October,Autumn,False,False,-0.5966743927062651,0.04757525357793999,-0.46351223000429415,1,1,1,4.0
2020-10-25,4.0,9.0,1.0,120,1,26,84,6,Sunday,25,10,October,Autumn,False,False,-0.9947205792369833,0.33880514592549177,-1.1718817978861005,1,1,1,1.0
2020-10-24,3.0,17.0,2.0,136,14,0,-1,5,Saturday,24,10,October,Autumn,False,False,-0.8620385170600773,0.5976761613455378,-0.8429959270838333,1,1,1,2.0
2020-10-23,1.0,6.0,8.0,121,55,0,0,4,Friday,23,10,October,Autumn,False,False,-0.06594614399864089,0.35498458438924463,0.1942595116002403,1,1,1,8.0
2020-10-22,3.0,4.0,7.0,132,61,3,1,3,Thursday,22,10,October,Autumn,False,False,-0.19862820617554697,0.5329584074905263,0.34605299043205595,1,1,1,7.0
2020-10-21,2.0,4.0,2.0,149,14,93,68,2,Wednesday,21,10,October,Autumn,False,False,-0.8620385170600773,0.8080088613743251,-0.8429959270838333,1,1,1,2.0
2020-10-20,6.0,6.0,0.0,115,0,7,2,1,Tuesday,20,10,October,Autumn,False,False,-1.1274026414138894,0.25790795360672736,-1.1971807110247363,1,1,1,0.0
2020-10-19,5.0,4.0,1.0,90,4,0,0,0,Monday,19,10,October,Autumn,False,False,-0.9947205792369833,-0.14657800798709453,-1.0959850584701927,1,1,1,1.0
2020-10-18,4.0,4.0,4.0,83,26,4,2,6,Sunday,18,10,October,Autumn,False,False,-0.5966743927062651,-0.25983407723336466,-0.539408969420202,1,1,1,4.0
2020-10-17,4.0,4.0,4.0,75,25,20,5,5,Saturday,17,10,October,Autumn,False,False,-0.5966743927062651,-0.38926958494338765,-0.5647078825588379,1,1,1,4.0
2020-10-16,4.0,5.0,7.0,84,41,0,0,4,Friday,16,10,October,Autumn,False,False,-0.19862820617554697,-0.24365463876961177,-0.15992527234066287,1,1,1,7.0
2020-10-15,5.0,4.0,5.0,93,2,0,0,3,Thursday,15,10,October,Autumn,False,False,-0.46399233052935906,-0.09803969259583589,-1.1465828847474646,1,1,1,5.0
2020-10-14,6.0,2.0,6.0,94,43,0,0,2,Wednesday,14,10,October,Autumn,False,False,-0.33131026835245303,-0.08186025413208302,-0.10932744606339098,1,1,1,6.0
2020-10-13,4.0,3.0,8.0,91,61,0,0,1,Tuesday,13,10,October,Autumn,False,False,-0.06594614399864089,-0.13039856952334164,0.34605299043205595,1,1,1,8.0
2020-10-12,4.0,5.0,6.0,102,39,0,0,0,Monday,12,10,October,Autumn,False,False,-0.33131026835245303,0.04757525357793999,-0.21052309861793475,1,1,1,6.0
2020-10-11,4.0,15.0,4.0,98,50,8,7,6,Sunday,11,10,October,Autumn,False,False,-0.5966743927062651,-0.01714250027707151,0.0677649459070606,1,1,1,4.0
2020-10-10,4.0,10.0,5.0,81,27,62,107,5,Saturday,10,10,October,Autumn,False,False,-0.46399233052935906,-0.2921929541608704,-0.514110056281566,1,1,1,5.0
2020-10-09,3.0,6.0,4.0,110,27,29,59,4,Friday,9,10,October,Autumn,False,False,-0.5966743927062651,0.177010761287963,-0.514110056281566,1,1,1,4.0
2020-10-08,4.0,9.0,0.0,130,0,106,100,3,Thursday,8,10,October,Autumn,False,False,-1.1274026414138894,0.5005995305630205,-1.1971807110247363,1,1,1,0.0
2020-10-07,2.0,15.0,5.0,123,45,38,44,2,Wednesday,7,10,October,Autumn,False,False,-0.46399233052935906,0.3873434613167504,-0.0587296197861191,1,1,1,5.0
2020-10-06,4.0,4.0,3.0,126,17,87,262,1,Tuesday,6,10,October,Autumn,False,False,-0.7293564548831711,0.435881776708009,-0.7670991876679254,1,1,1,3.0
2020-10-05,5.0,5.0,1.0,120,9,21,35,0,Monday,5,10,October,Autumn,False,False,-0.9947205792369833,0.33880514592549177,-0.9694904927770129,1,1,1,1.0
2020-10-04,1.0,16.0,5.0,120,35,0,-1,6,Sunday,4,10,October,Autumn,False,False,-0.46399233052935906,0.33880514592549177,-0.3117187511724785,1,1,1,5.0
2020-10-03,3.0,6.0,0.0,127,3,29,42,5,Saturday,3,10,October,Autumn,False,False,-1.1274026414138894,0.4520612151717619,-1.1212839716088285,1,1,1,0.0
2020-10-02,4.0,4.0,8.0,128,34,0,-1,4,Friday,2,10,October,Autumn,False,False,-0.06594614399864089,0.46824065363551476,-0.33701766431111446,1,1,1,8.0
2020-10-01,0.0,5.0,1.0,134,0,35,50,3,Thursday,1,10,October,Autumn,False,False,-0.9947205792369833,0.565317284418032,-1.1971807110247363,1,1,1,1.0
2020-09-30,1.0,17.0,2.0,152,11,12,44,2,Wednesday,30,9,September,Autumn,False,False,-0.8620385170600773,0.8565471767655838,-0.9188926664997411,1,1,1,2.0
2020-09-29,0.0,6.0,8.0,147,40,56,51,1,Tuesday,29,9,September,Autumn,False,False,-0.06594614399864089,0.7756499844468194,-0.1852241854792988,1,1,1,8.0
2020-09-28,0.0,6.0,1.0,129,0,59,46,0,Monday,28,9,September,Autumn,False,False,-0.9947205792369833,0.4844200920992676,-1.1971807110247363,1,1,1,1.0
2020-09-27,1.0,16.0,4.0,144,29,21,4,6,Sunday,27,9,September,Autumn,False,False,-0.5966743927062651,0.7271116690555608,-0.46351223000429415,1,1,1,4.0
2020-09-26,1.0,6.0,7.0,126,32,66,107,5,Saturday,26,9,September,Autumn,False,False,-0.19862820617554697,0.435881776708009,-0.38761549058838635,1,1,1,7.0
2020-09-25,1.0,4.0,10.0,114,67,2,1,4,Friday,25,9,September,Autumn,False,False,0.19941798035517122,0.2417285151429745,0.4978464692638716,1,1,1,10.0
2020-09-24,0.0,3.0,11.0,138,68,23,28,3,Thursday,24,9,September,Autumn,False,False,0.33210004253207726,0.6300350382730435,0.5231453824025075,1,1,1,11.0
2020-09-23,0.0,3.0,8.0,160,38,53,114,2,Wednesday,23,9,September,Autumn,False,False,-0.06594614399864089,0.9859826844756068,-0.2358220117565707,1,1,1,8.0
2020-09-22,1.0,11.0,10.0,147,83,0,0,1,Tuesday,22,9,September,Autumn,False,False,0.19941798035517122,0.7756499844468194,0.9026290794820466,1,1,1,10.0
2020-09-21,0.0,3.0,17.0,147,112,0,0,0,Monday,21,9,September,Autumn,False,False,1.1281924155935137,0.7756499844468194,1.636297560502489,1,1,1,17.0
2020-09-20,0.0,4.0,14.0,136,114,0,0,6,Sunday,20,9,September,Autumn,False,False,0.7301462290627955,0.5976761613455378,1.686895386779761,1,1,1,14.0
2020-09-19,0.0,13.0,13.0,135,114,0,0,5,Saturday,19,9,September,Autumn,False,False,0.5974641668858894,0.5814967228817849,1.686895386779761,1,1,1,13.0
2020-09-18,1.0,5.0,17.0,127,114,0,0,4,Friday,18,9,September,Autumn,False,False,1.1281924155935137,0.4520612151717619,1.686895386779761,1,1,1,17.0
2020-09-17,1.0,2.0,19.0,132,112,0,0,3,Thursday,17,9,September,Autumn,False,False,1.3935565399473258,0.5329584074905263,1.636297560502489,1,1,1,19.0
2020-09-16,0.0,11.0,8.0,178,68,0,0,2,Wednesday,16,9,September,Autumn,False,False,-0.06594614399864089,1.2772125768231586,0.5231453824025075,1,1,1,8.0
2020-09-15,0.0,4.0,16.0,214,104,0,0,1,Tuesday,15,9,September,Autumn,False,False,0.9955103534166075,1.859672361518262,1.4339062553934014,1,1,1,16.0
2020-09-14,0.0,3.0,18.0,188,113,0,0,0,Monday,14,9,September,Autumn,False,False,1.2608744777704197,1.4390069614606873,1.6615964736411248,1,1,1,18.0
2020-09-13,1.0,13.0,13.0,165,89,0,0,6,Sunday,13,9,September,Autumn,False,False,0.5974641668858894,1.0668798767943712,1.0544225583138622,1,1,1,13.0
2020-09-12,1.0,5.0,8.0,145,47,0,0,5,Saturday,12,9,September,Autumn,False,False,-0.06594614399864089,0.7432911075193136,-0.008131793508847216,1,1,1,8.0
2020-09-11,0.0,4.0,13.0,146,99,0,0,4,Friday,11,9,September,Autumn,False,False,0.5974641668858894,0.7594705459830665,1.3074116897002217,1,1,1,13.0
2020-09-10,0.0,3.0,18.0,142,98,0,0,3,Thursday,10,9,September,Autumn,False,False,1.2608744777704197,0.6947527921280551,1.2821127765615858,1,1,1,18.0
2020-09-09,0.0,17.0,1.0,166,6,9,4,2,Wednesday,9,9,September,Autumn,False,False,-0.9947205792369833,1.083059315258124,-1.0453872321929207,1,1,1,1.0
2020-09-08,1.0,5.0,2.0,172,0,5,2,1,Tuesday,8,9,September,Autumn,False,False,-0.8620385170600773,1.1801359460406413,-1.1971807110247363,1,1,1,2.0
2020-09-07,0.0,5.0,12.0,154,63,0,-1,0,Monday,7,9,September,Autumn,False,False,0.46478210470898335,0.8889060536930895,0.39665081670932784,1,1,1,12.0
2020-09-06,0.0,14.0,9.0,136,51,11,6,6,Sunday,6,9,September,Autumn,False,False,0.06673591817826516,0.5976761613455378,0.09306385904569654,1,1,1,9.0
2020-09-05,1.0,3.0,13.0,146,68,40,72,5,Saturday,5,9,September,Autumn,False,False,0.5974641668858894,0.7594705459830665,0.5231453824025075,1,1,1,13.0
2020-09-04,0.0,4.0,14.0,173,44,0,-1,4,Friday,4,9,September,Autumn,False,False,0.7301462290627955,1.1963153845043941,-0.08402853292475504,1,1,1,14.0
2020-09-03,0.0,5.0,1.0,157,0,141,181,3,Thursday,3,9,September,Autumn,False,False,-0.9947205792369833,0.9374443690843481,-1.1971807110247363,1,1,1,1.0
2020-09-02,1.0,10.0,15.0,151,123,0,0,2,Wednesday,2,9,September,Autumn,False,False,0.8628282912397015,0.8403677383018309,1.9145856050274843,1,-1,1,15.0
2020-09-01,0.0,4.0,12.0,150,78,0,0,1,Tuesday,1,9,September,Autumn,False,False,0.46478210470898335,0.8241882998380781,0.776134513788867,1,1,1,12.0
2020-08-31,0.0,3.0,13.0,153,63,0,-1,0,Monday,31,8,August,Autumn,False,False,0.5974641668858894,0.8727266152293367,0.39665081670932784,1,1,1,13.0
2020-08-30,1.0,16.0,5.0,162,27,17,81,6,Sunday,30,8,August,Autumn,False,False,-0.46399233052935906,1.0183415614031126,-0.514110056281566,1,1,1,5.0
2020-08-29,0.0,3.0,13.0,150,65,19,36,5,Saturday,29,8,August,Autumn,False,False,0.5974641668858894,0.8241882998380781,0.4472486429865997,1,1,1,13.0
2020-08-28,0.0,5.0,9.0,158,51,45,119,4,Friday,28,8,August,Autumn,False,False,0.06673591817826516,0.953623807548101,0.09306385904569654,1,1,1,9.0
2020-08-27,1.0,4.0,7.0,155,30,11,6,3,Thursday,27,8,August,Autumn,False,False,-0.19862820617554697,0.9050854921568424,-0.43821331686565823,1,1,1,7.0
2020-08-26,0.0,4.0,3.0,163,10,84,166,2,Wednesday,26,8,August,Autumn,False,False,-0.7293564548831711,1.0345209998668654,-0.944191579638377,1,1,1,3.0
2020-08-25,0.0,15.0,4.0,165,21,26,20,1,Tuesday,25,8,August,Autumn,False,False,-0.5966743927062651,1.0668798767943712,-0.6659035351133816,1,1,1,4.0
2020-08-24,1.0,5.0,18.0,168,72,36,52,0,Monday,24,8,August,Autumn,False,False,1.2608744777704197,1.1154181921856299,0.6243410349570513,1,1,1,18.0
2020-08-23,0.0,3.0,12.0,172,66,19,49,6,Sunday,23,8,August,Autumn,False,False,0.46478210470898335,1.1801359460406413,0.47254755612523563,1,1,1,12.0
2020-08-22,0.0,13.0,15.0,189,74,12,39,5,Saturday,22,8,August,Autumn,False,False,0.8628282912397015,1.45518639992444,0.6749388612343232,1,1,1,15.0
2020-08-21,1.0,2.0,21.0,235,100,0,-1,4,Friday,21,8,August,Autumn,False,False,1.6589206643011378,2.1994405692570727,1.3327106028388576,1,1,1,21.0
2020-08-20,0.0,1.0,13.0,235,43,0,-1,3,Thursday,20,8,August,Autumn,False,False,0.5974641668858894,2.1994405692570727,-0.10932744606339098,1,1,1,13.0
2020-08-19,0.0,0.0,21.0,215,96,0,-1,2,Wednesday,19,8,August,Autumn,False,False,1.6589206643011378,1.875851799982015,1.231514950284314,1,1,1,21.0
2020-08-18,0.0,2.0,21.0,185,91,1,1,1,Tuesday,18,8,August,Autumn,False,False,1.6589206643011378,1.3904686460694287,1.1050203845911342,1,1,1,21.0
2020-08-17,0.0,0.0,12.0,188,32,15,47,0,Monday,17,8,August,Autumn,False,False,0.46478210470898335,1.4390069614606873,-0.38761549058838635,1,1,1,12.0
2020-08-16,1.0,3.0,17.0,226,58,22,192,6,Sunday,16,8,August,Autumn,False,False,1.1281924155935137,2.0538256230832967,0.27015625101614815,1,1,1,17.0
2020-08-15,0.0,1.0,16.0,222,47,6,4,5,Saturday,15,8,August,Autumn,False,False,0.9955103534166075,1.989107869228285,-0.008131793508847216,1,1,1,16.0
2020-08-14,0.0,3.0,16.0,223,52,18,43,4,Friday,14,8,August,Autumn,False,False,0.9955103534166075,2.005287307692038,0.11836277218433248,1,1,1,16.0
2020-08-13,0.0,1.0,20.0,249,93,0,-1,3,Thursday,13,8,August,Autumn,False,False,1.5262386021242318,2.425952707749613,1.155618210868406,1,1,1,20.0
2020-08-12,0.0,1.0,21.0,261,115,3,1,2,Wednesday,12,8,August,Autumn,False,False,1.6589206643011378,2.6201059693146473,1.7121942999183968,1,1,-1,21.0
2020-08-11,1.0,1.0,21.0,254,89,16,7,1,Tuesday,11,8,August,Autumn,False,False,1.6589206643011378,2.5068499000683775,1.0544225583138622,1,1,1,21.0
2020-08-10,0.0,1.0,24.0,247,112,0,0,0,Monday,10,8,August,Autumn,False,False,2.056966850831856,2.393593830822107,1.636297560502489,-1,1,-1,24.0
2020-08-09,0.0,2.0,21.0,248,92,0,0,6,Sunday,9,8,August,Autumn,False,False,1.6589206643011378,2.40977326928586,1.13031929772977,1,1,1,21.0
2020-08-08,0.0,1.0,22.0,254,122,0,0,5,Saturday,8,8,August,Autumn,False,False,1.7916027264780439,2.5068499000683775,1.8892866918888482,1,1,-1,22.0
2020-08-07,0.0,1.0,25.0,246,140,0,0,4,Friday,7,8,August,Autumn,False,False,2.189648913008762,2.377414392358354,2.3446671283842955,-1,-1,-1,25.0
2020-08-06,1.0,0.0,23.0,218,136,0,0,3,Thursday,6,8,August,Autumn,False,False,1.92428478865495,1.9243901153732736,2.2434714758297516,1,-1,-1,23.0
2020-08-05,0.0,1.0,27.0,206,137,0,0,2,Wednesday,5,8,August,Autumn,False,False,2.455013037362574,1.730236853808239,2.2687703889683872,-1,-1,-1,27.0
2020-08-04,0.0,2.0,27.0,168,119,0,0,1,Tuesday,4,8,August,Autumn,False,False,2.455013037362574,1.1154181921856299,1.8133899524729404,-1,-1,1,27.0
2020-08-03,0.0,0.0,12.0,158,29,16,90,0,Monday,3,8,August,Autumn,False,False,0.46478210470898335,0.953623807548101,-0.46351223000429415,1,1,1,12.0
2020-08-02,0.0,13.0,20.0,172,98,0,0,6,Sunday,2,8,August,Autumn,False,False,1.5262386021242318,1.1801359460406413,1.2821127765615858,1,1,1,20.0
2020-08-01,1.0,3.0,13.0,206,55,0,-1,5,Saturday,1,8,August,Autumn,False,False,0.5974641668858894,1.730236853808239,0.1942595116002403,1,1,1,13.0
2020-07-31,0.0,3.0,26.0,232,143,0,0,4,Friday,31,7,July,Summer,False,False,2.3223309751856682,2.150902253865814,2.4205638678002033,-1,-1,-1,18.0
2020-07-30,0.0,3.0,23.0,180,122,0,0,3,Thursday,30,7,July,Summer,False,False,1.92428478865495,1.3095714537506642,1.8892866918888482,1,1,1,23.0
2020-07-29,1.0,16.0,15.0,159,92,0,0,2,Wednesday,29,7,July,Summer,False,False,0.8628282912397015,0.9698032460118539,1.13031929772977,1,1,1,15.0
2020-07-28,0.0,4.0,16.0,175,78,1,2,1,Tuesday,28,7,July,Summer,False,False,0.9955103534166075,1.2286742614319,0.776134513788867,1,1,1,16.0
2020-07-27,0.0,5.0,7.0,178,23,20,24,0,Monday,27,7,July,Summer,False,False,-0.19862820617554697,1.2772125768231586,-0.6153057088361098,1,1,1,7.0
2020-07-26,1.0,15.0,23.0,179,118,17,39,6,Sunday,26,7,July,Summer,False,False,1.92428478865495,1.2933920152869114,1.7880910393343046,1,1,1,23.0
2020-07-25,0.0,6.0,6.0,182,22,59,199,5,Saturday,25,7,July,Summer,False,False,-0.33131026835245303,1.34193033067817,-0.6406046219747458,1,1,1,6.0
2020-07-24,1.0,4.0,13.0,181,43,6,3,4,Friday,24,7,July,Summer,False,False,0.5974641668858894,1.3257508922144172,-0.10932744606339098,1,1,1,13.0
2020-07-23,0.0,13.0,15.0,179,35,0,-1,3,Thursday,23,7,July,Summer,False,False,0.8628282912397015,1.2933920152869114,-0.3117187511724785,1,1,1,15.0
2020-07-22,1.0,0.0,17.0,150,64,0,-1,2,Wednesday,22,7,July,Summer,False,False,1.1281924155935137,0.8241882998380781,0.42194972984796375,1,1,1,17.0
2020-07-21,0.0,2.0,26.0,159,144,0,0,1,Tuesday,21,7,July,Summer,False,False,2.3223309751856682,0.9698032460118539,2.445862780938839,-1,-1,-1,17.666666666666668
2020-07-20,0.0,2.0,26.0,164,128,0,-1,0,Monday,20,7,July,Summer,False,False,2.3223309751856682,1.0507004383306182,2.041080170720664,-1,-1,1,18.333333333333332
2020-07-19,0.0,1.0,19.0,182,48,33,31,6,Sunday,19,7,July,Summer,False,False,1.3935565399473258,1.34193033067817,0.017167119629788726,1,1,1,19.0
2020-07-18,0.0,2.0,18.0,199,88,0,0,5,Saturday,18,7,July,Summer,False,False,1.2608744777704197,1.616980784561969,1.0291236451752264,1,1,1,18.0
2020-07-17,1.0,1.0,17.0,188,41,0,-1,4,Friday,17,7,July,Summer,False,False,1.1281924155935137,1.4390069614606873,-0.15992527234066287,1,1,1,17.0
